"","endtime","up_down","end_fitness","status","B_V","C_V","p_val","mu_M","alpha_1","R_Modifier"
"157",0,"0",0,"Fail",57,0.1,1e-04,1,1,1
"158",0,"0",0,"Fail",58,0.1,1e-04,1,1,1
"159",0,"0",0,"Fail",59,0.1,1e-04,1,1,1
"160",0,"0",0,"Fail",60,0.1,1e-04,1,1,1
"161",0,"0",0,"Fail",61,0.1,1e-04,1,1,1
"162",0,"0",0,"Fail",62,0.1,1e-04,1,1,1
"163",0,"0",0,"Fail",63,0.1,1e-04,1,1,1
"164",0,"0",0,"Fail",64,0.1,1e-04,1,1,1
"165",0,"0",0,"Fail",65,0.1,1e-04,1,1,1
"166",0,"0",0,"Fail",66,0.1,1e-04,1,1,1
"167",0,"0",0,"Fail",67,0.1,1e-04,1,1,1
"168",0,"0",0,"Fail",68,0.1,1e-04,1,1,1
"169",0,"0",0,"Fail",69,0.1,1e-04,1,1,1
"170",0,"0",0,"Fail",70,0.1,1e-04,1,1,1
"171",0,"0",0,"Fail",71,0.1,1e-04,1,1,1
"172",0,"0",0,"Fail",72,0.1,1e-04,1,1,1
"173",0,"0",0,"Fail",73,0.1,1e-04,1,1,1
"174",0,"0",0,"Fail",74,0.1,1e-04,1,1,1
"175",0,"0",0,"Fail",75,0.1,1e-04,1,1,1
"176",0,"0",0,"Fail",76,0.1,1e-04,1,1,1
"177",0,"0",0,"Fail",77,0.1,1e-04,1,1,1
"178",0,"0",0,"Fail",78,0.1,1e-04,1,1,1
"179",0,"0",0,"Fail",79,0.1,1e-04,1,1,1
"180",0,"0",0,"Fail",80,0.1,1e-04,1,1,1
"181",0,"0",0,"Fail",81,0.1,1e-04,1,1,1
"182",0,"0",0,"Fail",82,0.1,1e-04,1,1,1
"183",0,"0",0,"Fail",83,0.1,1e-04,1,1,1
"184",0,"0",0,"Fail",84,0.1,1e-04,1,1,1
"185",0,"0",0,"Fail",85,0.1,1e-04,1,1,1
"186",0,"0",0,"Fail",86,0.1,1e-04,1,1,1
"187",0,"0",0,"Fail",87,0.1,1e-04,1,1,1
"188",0,"0",0,"Fail",88,0.1,1e-04,1,1,1
"189",0,"0",0,"Fail",89,0.1,1e-04,1,1,1
"190",0,"0",0,"Fail",90,0.1,1e-04,1,1,1
"191",0,"0",0,"Fail",91,0.1,1e-04,1,1,1
"192",0,"0",0,"Fail",92,0.1,1e-04,1,1,1
"193",0,"0",0,"Fail",93,0.1,1e-04,1,1,1
"194",0,"0",0,"Fail",94,0.1,1e-04,1,1,1
"195",0,"0",0,"Fail",95,0.1,1e-04,1,1,1
"196",0,"0",0,"Fail",96,0.1,1e-04,1,1,1
"197",0,"0",0,"Fail",97,0.1,1e-04,1,1,1
"198",0,"0",0,"Fail",98,0.1,1e-04,1,1,1
"199",0,"0",0,"Fail",99,0.1,1e-04,1,1,1
"200",0,"0",0,"Fail",100,0.1,1e-04,1,1,1
"201",0,"0",0,"Fail",1,0.1,0.001,1,1,1
