"","time","R","G","B_V","C_V","initialvalue","p_val","mu_M","R_modifier","alpha_1","infection_length"
"13950",45.6,2499646.31313478,8237.68749669241,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13951",45.7,2498600.21071788,8133.07153132825,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13952",45.8,2497858.57931016,8030.26257741073,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13953",45.9,2497426.37573725,7929.87337577494,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13954",46,2497307.18681402,7832.42204210747,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13955",46.1,2497502.92196239,7738.31688797288,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13956",46.2,2498013.54833987,7647.83875565161,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13957",46.3,2498836.96530319,7561.13923582178,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13958",46.4,2499968.94016649,7478.23676078605,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13959",46.5,2501403.1453102,7399.02133823663,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13960",46.6,2503131.2854501,7323.26476540035,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13961",46.7,2505143.30220104,7250.63441727561,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13962",46.8,2507427.65702223,7180.71243731948,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13963",46.9,2509971.64092534,7113.0160808563,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13964",47,2512761.76688088,7047.02236621936,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13965",47.1,2515784.15471395,6982.19231297658,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13966",47.2,2519024.92896115,6917.99493333673,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13967",47.3,2522470.61047729,6853.93044905485,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13968",47.4,2526108.47353556,6789.55062390204,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13969",47.5,2529926.87823258,6724.47752871105,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13970",47.6,2533915.54320156,6658.41739161633,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13971",47.7,2538065.74146672,6591.16994120753,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13972",47.8,2542370.4393711,6522.63378195083,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13973",47.9,2546824.35290762,6452.8075013111,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13974",48,2551423.93776704,6381.7854044302,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13975",48.1,2556167.30259502,6309.75126623452,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13976",48.2,2561054.05668796,6236.96534585332,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13977",48.3,2566085.10387297,6163.75225386994,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13978",48.4,2571262.38191215,6090.483664338,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13979",48.5,2576588.58032218,6017.56107099207,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13980",48.6,2582066.82937015,5945.39763427705,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13981",48.7,2587700.38516595,5874.40011479235,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13982",48.8,2593492.3180697,5804.95132443254,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13983",48.9,2599445.23400565,5737.39506809253,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13984",49,2605561.02244251,5672.02281979571,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13985",49.1,2611840.64494264,5609.0629114214,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13986",49.2,2618283.9449808,5548.67135447906,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13987",49.3,2624889.53557095,5490.92721234675,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13988",49.4,2631654.78135799,5435.83325070296,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13989",49.5,2638575.80536649,5383.31804394607,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13990",49.6,2645647.5277631,5333.23998664238,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13991",49.7,2652863.76353562,5285.39472742955,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13992",49.8,2660217.38269759,5239.52587174874,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13993",49.9,2667700.50946275,5195.33745119397,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13994",50,2675304.74210927,5152.50760672317,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13995",50.1,2683021.38679215,5110.70262748268,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13996",50.2,2690841.70097347,5069.59093438696,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13997",50.3,2698757.13848138,5028.85705762227,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13998",50.4,2706759.58287204,4988.214269979,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"13999",50.5,2714841.5552443,4947.41538784077,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14000",50.6,2722996.3917965,4906.26167267484,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14001",50.7,2731218.38500152,4864.60943025833,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14002",50.8,2739502.88309419,4822.37380194732,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14003",50.9,2747846.34387164,4779.52989667925,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14004",51,2756246.34138715,4736.1117509303,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14005",51.1,2764701.52675798,4692.20880028509,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14006",51.2,2773211.54619868,4647.95947858159,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14007",51.3,2781776.92085013,4603.54311401715,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14008",51.4,2790398.8944553,4559.17131253311,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14009",51.5,2799079.25636873,4515.07788952738,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14010",51.6,2807820.14781469,4471.50698627054,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14011",51.7,2816623.86046592,4428.70195857008,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14012",51.8,2825492.63640207,4386.89609103174,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14013",51.9,2834428.47681953,4346.30245184474,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14014",52,2843432.96811726,4307.10323639002,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14015",52.1,2852507.13178206,4269.44327957312,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14016",52.2,2861651.3038832,4233.4271191914,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14017",52.3,2870865.04531393,4199.11422406121,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14018",52.4,2880147.09798544,4166.51294624433,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14019",52.5,2889495.3682314,4135.58381774724,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14020",52.6,2898906.94911228,4106.24965269394,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14021",52.7,2908378.17884213,4078.39178401207,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14022",52.8,2917904.73360167,4051.84721091204,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14023",52.9,2927481.74657428,4026.43624656664,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14024",53,2937103.94717888,4001.95469135585,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14025",53.1,2946765.8166942,3978.19381733492,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14026",53.2,2956461.7461615,3954.93807219966,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14027",53.3,2966186.20609284,3931.97934551532,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14028",53.4,2975933.88989749,3909.12700139552,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14029",53.5,2985699.87790219,3886.21363622559,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14030",53.6,2995479.77680135,3863.10040330712,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14031",53.7,3005269.80796002,3839.6818043364,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14032",53.8,3015066.8887661,3815.89026045202,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14033",53.9,3024868.68332138,3791.69742378368,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14034",54,3034673.61940448,3767.1129727849,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14035",54.1,3044480.87590556,3742.18289743186,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14036",54.2,3054290.33533942,3716.98729611925,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14037",54.3,3064102.50984016,3691.63604006152,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14038",54.4,3073918.4422337,3666.26185839135,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14039",54.5,3083739.59373412,3641.01371827835,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14040",54.6,3093567.70938673,3616.05049049963,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14041",54.7,3103404.68014666,3591.53449540462,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14042",54.8,3113252.40013512,3567.6234165533,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14043",54.9,3123112.62390953,3544.46231397683,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14044",55,3132986.85703121,3522.179301566,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14045",55.1,3142876.23235222,3500.88022603787,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14046",55.2,3152781.41385067,3480.64372880279,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14047",55.3,3162702.52704665,3461.51838852061,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14048",55.4,3172639.10768988,3443.5207995474,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14049",55.5,3182590.092441,3426.63570480719,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14050",55.6,3192553.81856394,3410.81704376174,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14051",55.7,3202528.05964075,3395.99047337679,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14052",55.8,3212510.08354665,3382.05678076032,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14053",55.9,3222496.72868802,3368.89614203372,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14054",56,3232484.49622941,3356.37328181158,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14055",56.1,3242469.67071673,3344.34414973589,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14056",56.2,3252448.44319613,3332.66244905487,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14057",56.3,3262417.02233226,3321.18496325224,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14058",56.4,3272371.74548299,3309.77666775498,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14059",56.5,3282309.19178784,3298.31638319675,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14060",56.6,3292226.28699076,3286.70229659324,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14061",56.7,3302120.3898036,3274.85574148617,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14062",56.8,3311989.35542286,3262.72275688083,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14063",56.9,3321831.57643839,3250.27522247102,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14064",57,3331646.00266061,3237.51288837909,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14065",57.1,3341432.13981631,3224.46374759911,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14066",57.2,3351190.02587582,3211.1797927061,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14067",57.3,3360920.18182472,3197.73123312739,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14068",57.4,3370623.53831377,3184.20624029807,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14069",57.5,3380301.35802565,3170.71680117137,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14070",57.6,3389955.14634957,3157.37111366864,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14071",57.7,3399586.5351104,3144.28505610977,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14072",57.8,3409197.18555072,3131.57559021438,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14073",57.9,3418788.68444854,3119.35133951906,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14074",58,3428362.44678107,3107.70933910482,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14075",58.1,3437919.6362708,3096.73248278344,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14076",58.2,3447461.05257628,3086.48419360132,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14077",58.3,3456987.09335163,3077.00675305657,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14078",58.4,3466497.7173571,3068.32002835423,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14079",58.5,3475992.41655725,3060.42020249705,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14080",58.6,3485470.21480002,3053.28080313635,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14081",58.7,3494929.68779417,3046.85381664746,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14082",58.8,3504369.00295178,3041.07205725252,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14083",58.9,3513785.97452992,3035.85223631264,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14084",59,3523178.13413856,3031.09850157363,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14085",59.1,3532542.81293711,3026.70673396155,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14086",59.2,3541877.23196877,3022.56915803951,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14087",59.3,3551178.59600434,3018.57870740141,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14088",59.4,3560444.18732475,3014.63357318477,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14089",59.5,3569671.45572623,3010.64124876076,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14090",59.6,3578858.10078502,3006.52236827645,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14091",59.7,3588002.13954666,3002.21360785917,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14092",59.8,3597101.96533,2997.67009864008,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14093",59.9,3606156.38641599,2992.86690667557,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14094",60,3615164.64792124,2987.79961665938,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14095",60.1,3624126.43481161,2982.48421271979,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14096",60.2,3633041.85646094,2976.9558436366,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14097",60.3,3641911.41274939,2971.26690626835,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14098",60.4,3650735.94766163,2965.48454516851,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14099",60.5,3659516.58422118,2959.68736433785,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14100",60.6,3668254.65073669,2953.9618455713,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14101",60.7,3676951.59991414,2948.39848411749,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14102",60.8,3685608.92397607,2943.08772312373,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14103",60.9,3694228.0693326,2938.11596999545,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14104",61,3702810.3545372,2933.5619461258,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14105",61.1,3711356.89463766,2929.49339155384,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14106",61.2,3719868.53719199,2925.96427036711,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14107",61.3,3728345.8092577,2923.01251294901,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14108",61.4,3736788.87882074,2920.65850557002,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14109",61.5,3745197.53317781,2918.90443476987,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14110",61.6,3753571.17375041,2917.73440899211,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14111",61.7,3761908.82919389,2917.11536126323,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14112",61.8,3770209.18182387,2916.99851890905,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14113",61.9,3778470.60997185,2917.32160454715,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14114",62,3786691.24358306,2918.01166024755,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14115",62.1,3794869.0301814,2918.98829418983,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14116",62.2,3803001.80805386,2920.16716953494,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14117",62.3,3811087.38113426,2921.46349983065,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14118",62.4,3819123.59306538,2922.79539541539,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14119",62.5,3827108.4174827,2924.08794122929,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14120",62.6,3835040.0294361,2925.27637896949,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14121",62.7,3842916.85427281,2926.30819844601,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14122",62.8,3850737.61061977,2927.1448584642,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14123",62.9,3858501.35135304,2927.76333132739,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14124",63,3866207.49141122,2928.15707016601,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14125",63.1,3873855.81479307,2928.33614144954,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14126",63.2,3881446.46221773,2928.32651057286,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14127",63.3,3888979.90462455,2928.16854295297,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14128",63.4,3896456.90556236,2927.9148829411,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14129",63.5,3903878.47256775,2927.62800089612,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14130",63.6,3911245.79771339,2927.37759217964,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14131",63.7,3918560.18973755,2927.23767815575,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14132",63.8,3925823.00159298,2927.28315285293,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14133",63.9,3933035.55768691,2927.58599234244,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14134",64,3940199.0856444,2928.21220077069,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14135",64.1,3947314.65255763,2929.21969296257,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14136",64.2,3954383.10644062,2930.65656777935,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14137",64.3,3961405.02565598,2932.55775882241,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14138",64.4,3968380.68358736,2934.94193281452,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14139",64.5,3975310.0343553,2937.81307297428,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14140",64.6,3982192.70668486,2941.16516434053,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14141",64.7,3989028.00085452,2944.9738771021,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14142",64.8,3995814.90880546,2949.19655344354,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14143",64.9,4002552.1599627,2953.78826831032,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14144",65,4009238.26220146,2958.69012737019,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14145",65.1,4015871.5530084,2963.83650708684,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14146",65.2,4022450.26318989,2969.15517340407,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14147",65.3,4028972.58372491,2974.57891739341,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14148",65.4,4035436.73280259,2980.03802047055,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14149",65.5,4041841.02128514,2985.46918069176,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14150",65.6,4048183.91434144,2990.81555930873,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14151",65.7,4054464.08577112,2996.0324425792,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14152",65.8,4060680.46278907,3001.08372823867,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14153",65.9,4066832.26025836,3005.94940995635,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14154",66,4072919.00204745,3010.62141586449,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14155",66.1,4078940.52917913,3015.10569251421,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14156",66.2,4084896.9939576,3019.42264066213,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14157",66.3,4090788.84168587,3023.60442351738,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14158",66.4,4096616.77834819,3027.69431911406,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14159",66.5,4102381.73098769,3031.74461362741,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14160",66.6,4108084.79385976,3035.81439375253,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14161",66.7,4113727.17301469,3039.96626985584,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14162",66.8,4119310.1229835,3044.2646119042,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14163",66.9,4124834.88248551,3048.77161551256,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14164",67,4130302.61508855,3053.54575466181,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14165",67.1,4135714.34760311,3058.63826201537,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14166",67.2,4141070.92041104,3064.09176085667,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14167",67.3,4146372.94543213,3069.93784907493,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14168",67.4,4151620.77099563,3076.19626342427,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14169",67.5,4156814.46044451,3082.87397906368,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14170",67.6,4161953.78494925,3089.96465796014,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14171",67.7,4167038.22899086,3097.44967261342,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14172",67.8,4172067.0065541,3105.29834551815,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14173",67.9,4177039.08497999,3113.46958687159,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14174",68,4181953.2293216,3121.91395549036,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14175",68.1,4186808.04599748,3130.57526079083,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14176",68.2,4191602.04087558,3139.3938260651,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14177",68.3,4196333.6761003,3148.30809858377,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14178",68.4,4201001.4290751,3157.25815674937,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14179",68.5,4205603.85284849,3166.18795236999,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14180",68.6,4210139.63140481,3175.04750549368,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14181",68.7,4214607.63020436,3183.79521050997,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14182",68.8,4219006.93644333,3192.39952565975,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14183",68.9,4223336.89136958,3200.84000816879,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14184",69,4227597.1110753,3209.10849660149,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14185",69.1,4231787.49433794,3217.20875705679,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14186",69.2,4235908.22291305,3225.15671727424,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14187",69.3,4239959.74407169,3232.97967610652,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14188",69.4,4243942.7437635,3240.7146977662,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14189",69.5,4247858.10994264,3248.40690834333,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14190",69.6,4251706.88774543,3256.10770571907,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14191",69.7,4255490.22825552,3263.87244398864,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14192",69.8,4259209.33306413,3271.75781122846,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14193",69.9,4262865.3971087,3279.81938350157,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14194",70,4266459.55232536,3288.10934102902,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14195",70.1,4269992.81456348,3296.6741780807,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14196",70.2,4273466.03603297,3305.55260593502,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14197",70.3,4276879.86529552,3314.77393696334,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14198",70.4,4280234.71647307,3324.35693717187,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14199",70.5,4283530.74894439,3334.30903649208,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14200",70.6,4286767.85834773,3344.62599194004,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14201",70.7,4289945.67921805,3355.29214917405,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14202",70.8,4293063.59907833,3366.28123280703,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14203",70.9,4296120.78328755,3377.55750386248,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14204",71,4299116.20788317,3389.07720857491,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14205",71.1,4302048.70137152,3400.79048067223,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14206",71.2,4304916.99970416,3412.64386841677,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14207",71.3,4307719.79990509,3424.58265535306,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14208",71.4,4310455.80997378,3436.55290964172,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14209",71.5,4313123.80031509,3448.50371792331,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14210",71.6,4315722.65603974,3460.38952395545,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14211",71.7,4318251.42457238,3472.17206032425,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14212",71.8,4320709.35451833,3483.82181480363,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14213",71.9,4323095.9247634,3495.31929599263,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14214",72,4325410.86384567,3506.6558706734,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14215",72.1,4327654.15913793,3517.83384802801,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14216",72.2,4329826.0550766,3528.86621125385,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14217",72.3,4331927.04022717,3539.77627611937,5,0.1,4385.965,1,1,1,0.333333333333333,NA
"14218",72.4,4333957.82385645,3550.5966097774,5,0.1,4385.965,1,1,1,0.333333333333333,NA
