"","time","R","G","B_V","C_V","initialvalue","p_val","mu_M","R_modifier","alpha_1","infection_length"
"18970",8.9,7237859.13541876,7220.94771887617,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18971",9,7146755.67475874,7399.75127859224,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18972",9.1,7045433.60885054,7530.85626283484,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18973",9.2,6934474.85220638,7622.28953460573,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18974",9.3,6814878.9774815,7682.57493625269,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18975",9.4,6687969.27696033,7720.46079670876,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18976",9.5,6555268.5177133,7745.02813185908,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18977",9.6,6418372.02216635,7766.2193406722,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18978",9.7,6278831.79552121,7795.67829949227,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18979",9.8,6138065.19768071,7847.78395688154,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18980",9.9,5997293.55894785,7940.68308028329,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18981",10,5857509.74098165,8097.06404576033,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18982",10.1,5719468.36997879,8344.3640883512,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18983",10.2,5583690.39944263,8714.11424202921,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18984",10.3,5450471.98226374,9240.17207632479,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18985",10.4,5319889.64850228,9955.80748652638,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18986",10.5,5191795.6534322,10889.776863865,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18987",10.6,5065799.94793222,12061.9107899399,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18988",10.7,4941241.14937639,13478.7988755206,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18989",10.8,4817149.77939008,15130.4479276978,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18990",10.9,4692217.45032036,16988.6573554259,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18991",11,4564781.36596307,19007.5522434335,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18992",11.1,4432846.65034151,21126.5070262738,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18993",11.2,4294159.39852608,23275.0355808562,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18994",11.3,4146348.98323842,25379.0906320085,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18995",11.4,3987140.23447182,27367.683155091,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18996",11.5,3814622.43741844,29178.7886307882,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18997",11.6,3627557.88040263,30764.0421454196,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18998",11.7,3425674.12575192,32091.4506788716,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"18999",11.8,3209889.28126452,33146.0953394099,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19000",11.9,2982411.90029449,33929.2432529423,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19001",12,2746671.11019375,34456.142798186,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19002",12.1,2507067.90376676,34753.2484138577,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19003",12.2,2268575.58113752,34855.4690944218,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19004",12.3,2036250.8434232,34803.8998326863,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19005",12.4,1814741.24330621,34644.2991459589,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19006",12.5,1607884.31155017,34426.4805465464,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19007",12.6,1418445.84542655,34204.2887578091,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19008",12.7,1248031.61830564,34035.9072251825,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19009",12.8,1097150.75813653,33983.9133365301,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19010",12.9,965390.749257061,34114.3361559223,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19011",13,851649.38780273,34494.2886229269,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19012",13.1,754370.702955858,35187.7269933693,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19013",13.2,671753.882532911,36248.9981248862,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19014",13.2293719697081,649999.999999999,36636.5103656583,17,0.1,4385.965,1,1,1,0.333333333333333,13.2293719697081
"19015",0,8500000,0,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19016",0.1,8499044.85727712,8.46188481347638e-109,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19017",0.2,8497964.13516507,2.84664865925374e-67,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19018",0.3,8496890.8598538,4.46117974190667e-49,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19019",0.4,8495825.02767933,1.35103122065731e-37,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19020",0.5,8494766.59863708,1.73970941182675e-29,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19021",0.6,8493715.53291146,2.35829906660322e-23,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19022",0.7,8492671.79088498,1.2874337043292e-18,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19023",0.8,8491635.3331371,8.11901870661107e-15,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19024",0.9,8490606.12044336,1.02228020269253e-11,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19025",1,8489584.11377443,3.65780797499359e-09,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19026",1.1,8488569.27429514,4.76145478865427e-07,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19027",1.2,8487561.56336357,2.7019165706611e-05,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19028",1.3,8486560.94253005,0.00076767229300608,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19029",1.4,8485567.37353624,0.0121678101939194,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19030",1.5,8484580.81831399,0.1174011980227,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19031",1.6,8483601.23897831,0.74103086881912,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19032",1.7,8482628.59771565,3.25229023138607,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19033",1.8,8481662.85539784,10.4648691969013,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19034",1.9,8480703.95931042,25.879545164614,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19035",2,8479751.76390501,51.3470672844641,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19036",2.1,8478805.64996284,85.0464757611636,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19037",2.2,8477863.14130472,121.989738737145,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19038",2.3,8476916.07909814,156.671605992279,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19039",2.4,8475942.60974222,185.473129998533,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19040",2.5,8474894.85182535,207.294995727586,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19041",2.6,8473686.43806158,222.797413389872,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19042",2.7,8472188.86357519,233.344991045894,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19043",2.8,8470245.55040539,240.309045783957,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19044",2.9,8467704.53804615,244.78997276124,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19045",3,8464458.820811,247.585116517657,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19046",3.1,8460476.4588832,249.245716052482,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19047",3.2,8455806.97462094,250.145340437154,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19048",3.3,8450563.06363904,250.535264107422,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19049",3.4,8444888.23119805,250.584104203055,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19050",3.5,8438924.71762455,250.405063480416,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19051",3.6,8432791.82846316,250.074753316106,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19052",3.7,8426577.34948322,249.64772985564,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19053",3.8,8420339.08631805,249.172425820062,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19054",3.9,8414111.53632433,248.719114461523,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19055",4,8407913.48905717,248.438761137573,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19056",4.1,8401754.31742705,248.679261886052,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19057",4.2,8395638.27085909,250.181071805393,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19058",4.3,8389567.02621399,254.34209450436,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19059",4.4,8383541.00084823,263.474561679759,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19060",4.5,8377559.82477484,280.902154690016,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19061",4.6,8371622.10327367,310.711720836836,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19062",4.7,8365724.22963456,357.056815365393,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19063",4.8,8359857.59450385,423.094904425611,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19064",4.9,8354003.12796115,509.865748672912,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19065",5,8348121.9848922,615.53978330199,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19066",5.1,8342141.56877568,735.374045684312,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19067",5.2,8335937.58753268,862.46323536614,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19068",5.3,8329314.97233183,989.04583757536,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19069",5.4,8321993.37933698,1107.9371096758,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19070",5.5,8313604.72008982,1213.65800024917,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19071",5.6,8303708.17216223,1302.9936663669,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19072",5.7,8291827.85585999,1374.97888554342,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19073",5.8,8277507.00672773,1430.44550943872,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19074",5.9,8260370.867169,1471.3841659598,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19075",6,8240182.82486345,1500.31820830977,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19076",6.1,8216881.13398593,1519.82026099763,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19077",6.2,8190586.83796854,1532.21299226901,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19078",6.3,8161582.35365001,1539.43859970592,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19079",6.4,8130267.47802346,1543.0542577181,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19080",6.5,8097104.36380025,1544.32136746307,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19081",6.6,8062563.37897428,1544.3640038845,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19082",6.7,8027079.87349966,1544.4035873723,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19083",6.8,7991026.23338329,1546.08107750798,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19084",6.9,7954699.86031196,1551.87790655923,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19085",7,7918323.58014495,1565.61505007015,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19086",7.1,7882054.16253991,1592.95786286663,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19087",7.2,7845993.98558784,1641.78535368629,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19088",7.3,7810201.98165164,1722.23915601061,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19089",7.4,7774700.65723875,1846.24798474693,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19090",7.5,7739476.99563344,2026.4135990173,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19091",7.6,7704475.2965885,2274.2839217414,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19092",7.7,7669580.44182418,2598.25316104053,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19093",7.8,7634590.72959878,3001.49053456614,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19094",7.9,7599181.20082763,3480.41153572304,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19095",8,7562860.14781049,4024.12894124276,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19096",8.1,7524925.5745864,4615.1036108511,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19097",8.2,7484431.38074951,5230.95851967865,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19098",8.3,7440175.88135476,5847.09999453792,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19099",8.4,7390724.18342839,6439.60463358488,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19100",8.5,7334474.04588968,6987.8237983248,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19101",8.6,7269766.2344519,7476.24716396092,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19102",8.7,7195032.20365374,7895.40774707822,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19103",8.8,7108958.95442247,8241.82719460559,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19104",8.9,7010647.40658006,8517.210395241,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19105",9,6899734.26920388,8727.2123025959,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19106",9.1,6776457.90687058,8880.0888978643,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19107",9.2,6641652.64144428,8985.52246565005,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19108",9.3,6496673.65569364,9053.80903713399,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19109",9.4,6343269.25415993,9095.53535774059,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19110",9.5,6183420.67359479,9121.75474625083,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19111",9.6,6019178.09395481,9144.65257797395,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19112",9.7,5852511.33355799,9178.57657832997,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19113",9.8,5685201.83156304,9241.35448055225,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19114",9.9,5518764.21697825,9355.52063190341,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19115",10,5354413.65659552,9549.29297223439,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19116",10.1,5193056.81437731,9856.74208621309,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19117",10.2,5035304.05268719,10316.9465337598,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19118",10.3,4881484.76535594,10971.693548566,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19119",10.4,4731659.301169,11861.7464939703,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19120",10.5,4585618.81971444,13021.8804491756,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19121",10.6,4442870.63587683,14475.2674522806,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19122",10.7,4302610.82975524,16228.0881522684,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19123",10.8,4163692.9737956,18265.4126391512,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19124",10.9,4024603.07277287,20549.2635667106,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19125",11,3883463.24743944,23019.5851150041,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19126",11.1,3738079.07491861,25598.098662111,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19127",11.2,3586055.04359871,28194.7409468,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19128",11.3,3424996.57393865,30715.9306629374,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19129",11.4,3252782.64466154,33072.8011263276,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19130",11.5,3067907.29745535,35188.8530704735,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19131",11.6,2869836.31256293,37005.6768564624,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19132",11.7,2659308.86819239,38486.1211766399,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19133",11.8,2438516.28280865,39614.9125363193,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19134",11.9,2211071.56138981,40397.2022280541,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19135",12,1981751.85681598,40855.5089519967,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19136",12.1,1756006.76815409,41025.9129045386,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19137",12.2,1539347.64010719,40954.423217434,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19138",12.3,1336705.33593795,40693.889342023,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19139",12.4,1151916.09681014,40301.9566356544,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19140",12.5,987420.464837781,39840.0272760678,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19141",12.6,844211.192342698,39372.9948891798,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19142",12.7,721994.713834096,38969.2919809314,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19143",12.768258527857,649999.999999991,38766.6871574225,18,0.1,4385.965,1,1,1,0.333333333333333,12.768258527857
"19144",0,8500000,0,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19145",0.1,8498991.79594792,1.81302540093503e-108,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19146",0.2,8497851.04067279,4.12342364358024e-67,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19147",0.3,8496718.15056718,4.59735308995548e-49,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19148",0.4,8495593.12168766,1.46885631316127e-37,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19149",0.5,8494475.91173238,2.00826145977344e-29,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19150",0.6,8493366.4785999,2.51817757859514e-23,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19151",0.7,8492264.78039857,1.3699047734464e-18,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19152",0.8,8491170.77544546,8.57687921192382e-15,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19153",0.9,8490084.4222654,1.08054087064651e-11,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19154",1,8489005.67959,3.86173925594409e-09,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19155",1.1,8487934.50635657,5.02847904725772e-07,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19156",1.2,8486870.86170714,2.85326585148528e-05,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19157",1.3,8485814.70498745,0.00081063655758312,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19158",1.4,8484765.99574597,0.0128460524542128,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19159",1.5,8483724.69373263,0.123930523448367,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19160",1.6,8482690.75889099,0.782207266708725,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19161",1.7,8481664.1512321,3.43296554017046,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19162",1.8,8480644.82927106,11.0461992968584,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19163",1.9,8479632.7361894,27.3171307332781,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19164",2,8478627.7105359,54.1994076388941,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19165",2.1,8477629.05715734,89.7706730069097,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19166",2.2,8476633.98940678,128.766006371078,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19167",2.3,8475633.32362364,165.373957453041,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19168",2.4,8474602.46249272,195.774736622679,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19169",2.5,8473487.52568501,218.808089588943,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19170",2.6,8472191.35058359,235.170820454181,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19171",2.7,8470569.40546074,246.303430869728,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19172",2.8,8468445.64063478,253.653390815872,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19173",2.9,8465649.26934509,258.382246060053,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19174",3,8462060.12760864,261.331659311287,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19175",3.1,8457642.49530022,263.083495641958,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19176",3.2,8452452.23357116,264.03208684577,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19177",3.3,8446616.18827031,264.442668434486,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19178",3.4,8440295.78098737,264.493231021423,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19179",3.5,8433650.94528474,264.303274234283,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19180",3.6,8426815.78261518,263.953728521317,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19181",3.7,8419888.94295644,263.502448092223,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19182",3.8,8412935.37660625,263.001572194817,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19183",3.9,8405993.82604625,262.528621434318,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19184",4,8399085.39743523,262.252495679406,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19185",4.1,8392220.61152727,262.56400696363,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19186",4.2,8385404.23353226,264.2960841442,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19187",4.3,8378638.14125977,269.021018981021,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19188",4.4,8371922.79070062,279.340126906555,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19189",4.5,8365257.73665241,298.990901548427,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19190",4.6,8358641.32935612,332.568793508656,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19191",4.7,8352069.30025614,384.742351515476,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19192",4.8,8345531.44285765,459.057439008016,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19193",4.9,8339005.14794699,556.678404577511,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19194",5,8332444.34391545,675.540762463523,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19195",5.1,8325762.94877577,810.306670591892,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19196",5.2,8318813.57797706,953.208110218834,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19197",5.3,8311365.01954415,1095.5184826309,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19198",5.4,8303085.07488517,1229.16122573278,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19199",5.5,8293537.44016185,1347.97977915195,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19200",5.6,8282200.37350871,1448.36605451858,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19201",5.7,8268510.62924192,1529.23893191196,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19202",5.8,8251928.42340892,1591.53835867697,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19203",5.9,8232011.81084377,1637.5047223313,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19204",6,8208483.31039899,1669.9767260413,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19205",6.1,8181273.14689279,1691.84786550173,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19206",6.2,8150528.51746926,1705.72990279242,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19207",6.3,8116587.68159903,1713.80747483066,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19208",6.4,8079927.57060715,1717.83507160192,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19209",6.5,8041098.09455965,1719.23877317977,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19210",6.6,8000658.22274787,1719.30196429804,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19211",6.7,7959124.36219337,1719.43775997347,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19212",6.8,7916937.96610256,1721.56808657326,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19213",6.9,7874450.9449171,1728.61871309057,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19214",7,7831926.66938726,1745.10928015454,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19215",7.1,7789550.03780753,1777.7460775259,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19216",7.2,7747441.47031039,1835.86293612629,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
"19217",7.3,7705669.64570489,1931.4694392654,19,0.1,4385.965,1,1,1,0.333333333333333,12.4275175009314
